event_id,title,category,date,latitude,longitude,source
EONET_21470,Wildfire in Angola 1029574,Wildfires,2026-07-17 19:00:00+00:00,-9.5013634949104,21.464790155527,NASA_EONET
EONET_21471,Wildfire in United States 1029589,Wildfires,2026-07-17 19:00:00+00:00,44.716554116033,-120.2216308441,NASA_EONET
EONET_21472,Wildfire in Angola 1029533,Wildfires,2026-07-17 19:00:00+00:00,-9.0594516533946,19.891572184684,NASA_EONET
EONET_21473,Wildfire in Canada 1029534,Wildfires,2026-07-17 19:00:00+00:00,64.620829327979,-115.71196716417,NASA_EONET
EONET_21474,Wildfire in Angola 1029539,Wildfires,2026-07-17 19:00:00+00:00,-17.496227780852,20.616288402311,NASA_EONET
EONET_21475,Wildfire in Brazil 1029542,Wildfires,2026-07-17 19:00:00+00:00,-10.862669800199,-50.195968947338,NASA_EONET
EONET_21476,Wildfire in Canada 1029550,Wildfires,2026-07-17 19:00:00+00:00,63.12472110189,-120.87951647841,NASA_EONET
EONET_21477,Wildfire in Canada 1029554,Wildfires,2026-07-17 19:00:00+00:00,62.041116145296,-121.21747391382,NASA_EONET
EONET_21478,Wildfire in The Democratic Republic of Congo 1029555,Wildfires,2026-07-17 19:00:00+00:00,-9.2712087733441,22.385676203464,NASA_EONET
EONET_21479,Wildfire in Canada 1029566,Wildfires,2026-07-17 19:00:00+00:00,63.515282974786,-121.22851514013,NASA_EONET
EONET_21480,Wildfire in United States 1029569,Wildfires,2026-07-17 19:00:00+00:00,44.067060869125,-120.47617935664,NASA_EONET
EONET_21481,Wildfire in Angola 1029570,Wildfires,2026-07-17 19:00:00+00:00,-7.6967925473657,19.661677783737,NASA_EONET
EONET_21482,Wildfire in Australia 1029572,Wildfires,2026-07-17 19:00:00+00:00,-13.337791635418,141.92867192184,NASA_EONET
EONET_21483,Wildfire in Canada 1029573,Wildfires,2026-07-17 19:00:00+00:00,63.492930842476,-119.25966404851,NASA_EONET
EONET_21484,Wildfire in Canada 1029576,Wildfires,2026-07-17 19:00:00+00:00,63.467849973302,-121.78441034636,NASA_EONET
EONET_21485,Wildfire in Russian Federation 1029579,Wildfires,2026-07-17 19:00:00+00:00,59.550648641656,88.293382571467,NASA_EONET
EONET_21486,Wildfire in The Democratic Republic of Congo 1029580,Wildfires,2026-07-17 19:00:00+00:00,-3.4564888681986,23.507526870521,NASA_EONET
EONET_21487,Wildfire in United States 1029582,Wildfires,2026-07-17 19:00:00+00:00,44.861147572905,-120.21270486408,NASA_EONET
EONET_21488,Wildfire in Brazil 1029583,Wildfires,2026-07-17 19:00:00+00:00,-10.698571704937,-46.623390347295,NASA_EONET
EONET_21489,Wildfire in The Democratic Republic of Congo 1029588,Wildfires,2026-07-17 19:00:00+00:00,-7.3439687591956,18.469149983953,NASA_EONET
EONET_21490,Wildfire in Australia 1029590,Wildfires,2026-07-17 19:00:00+00:00,-14.84217297864,144.39746236232,NASA_EONET
EONET_21491,Wildfire in Canada 1029591,Wildfires,2026-07-17 19:00:00+00:00,65.034148123578,-117.44071918733,NASA_EONET
EONET_21492,Wildfire in Canada 1029594,Wildfires,2026-07-17 19:00:00+00:00,63.16615761357,-121.84402105173,NASA_EONET
EONET_21493,Wildfire in Canada 1029599,Wildfires,2026-07-17 19:00:00+00:00,62.907699786097,-122.69328363905,NASA_EONET
EONET_21494,Wildfire in United States 1029531,Wildfires,2026-07-17 19:00:00+00:00,48.193483190502,-119.07630649515,NASA_EONET
EONET_21495,Wildfire in Australia 1029532,Wildfires,2026-07-17 19:00:00+00:00,-16.351645341621,137.64658293403,NASA_EONET
EONET_21496,Wildfire in Australia 1029536,Wildfires,2026-07-17 19:00:00+00:00,-15.32938848039,129.371686556,NASA_EONET
EONET_21497,Wildfire in Australia 1029537,Wildfires,2026-07-17 19:00:00+00:00,-12.867789768749,131.16884395914,NASA_EONET
EONET_21498,Wildfire in Spain 1029540,Wildfires,2026-07-17 19:00:00+00:00,41.113907939101,-3.0582112665468,NASA_EONET
EONET_21499,Wildfire in Canada 1029543,Wildfires,2026-07-17 19:00:00+00:00,62.10990892431,-121.60110339644,NASA_EONET
EONET_21500,Wildfire in Australia 1029545,Wildfires,2026-07-17 19:00:00+00:00,-12.968415826697,141.88447303636,NASA_EONET
EONET_21501,Wildfire in Canada 1029546,Wildfires,2026-07-17 19:00:00+00:00,51.272624747412,-121.76158220773,NASA_EONET
EONET_21502,Wildfire in Australia 1029547,Wildfires,2026-07-17 19:00:00+00:00,-12.430897376916,142.46274928051,NASA_EONET
EONET_21503,Wildfire in Canada 1029548,Wildfires,2026-07-17 19:00:00+00:00,63.134501444647,-116.33017005717,NASA_EONET
EONET_21504,Wildfire in Australia 1029549,Wildfires,2026-07-17 19:00:00+00:00,-16.554471111773,137.25138234189,NASA_EONET
EONET_21505,Wildfire in Canada 1029551,Wildfires,2026-07-17 19:00:00+00:00,64.227195829699,-117.75425844774,NASA_EONET
EONET_21506,Wildfire in Canada 1029552,Wildfires,2026-07-17 19:00:00+00:00,63.390714339057,-122.15159812957,NASA_EONET
EONET_21507,Wildfire in Canada 1029553,Wildfires,2026-07-17 19:00:00+00:00,62.016451485481,-120.87506409137,NASA_EONET
EONET_21508,Wildfire in United States 1029556,Wildfires,2026-07-17 19:00:00+00:00,48.17817078693,-118.885527279,NASA_EONET
EONET_21509,Wildfire in Canada 1029557,Wildfires,2026-07-17 19:00:00+00:00,63.21025596656,-112.59362411889,NASA_EONET
EONET_21510,Wildfire in United States 1029558,Wildfires,2026-07-17 19:00:00+00:00,44.598456912617,-120.50201562092,NASA_EONET
EONET_21511,Wildfire in Australia 1029559,Wildfires,2026-07-17 19:00:00+00:00,-16.7636374045,136.37040051836,NASA_EONET
EONET_21512,Wildfire in Algeria 1029560,Wildfires,2026-07-17 19:00:00+00:00,36.888018252332,7.5954422224432,NASA_EONET
EONET_21513,Wildfire in United States 1029561,Wildfires,2026-07-17 19:00:00+00:00,44.526182569522,-120.81374920855,NASA_EONET
EONET_21514,Wildfire in Canada 1029562,Wildfires,2026-07-17 19:00:00+00:00,51.346682183751,-122.33984083699,NASA_EONET
EONET_21515,Wildfire in Canada 1029563,Wildfires,2026-07-17 19:00:00+00:00,65.197065859913,-116.76895579631,NASA_EONET
EONET_21516,Wildfire in Canada 1029564,Wildfires,2026-07-17 19:00:00+00:00,62.152296001222,-120.62333245512,NASA_EONET
EONET_21517,Wildfire in Australia 1029565,Wildfires,2026-07-17 19:00:00+00:00,-15.047820316756,127.33525165268,NASA_EONET
EONET_21518,Wildfire in South Africa 1029567,Wildfires,2026-07-17 19:00:00+00:00,-25.233437992919,28.820649990832,NASA_EONET
EONET_21519,Wildfire in Australia 1029568,Wildfires,2026-07-17 19:00:00+00:00,-15.041196549637,142.42103394591,NASA_EONET
EONET_21520,Wildfire in Canada 1029571,Wildfires,2026-07-17 19:00:00+00:00,61.689603126768,-121.57404043651,NASA_EONET
EONET_21521,Wildfire in Bolivia 1029575,Wildfires,2026-07-17 19:00:00+00:00,-18.335090984457,-59.076368261894,NASA_EONET
EONET_21522,Wildfire in Canada 1029577,Wildfires,2026-07-17 19:00:00+00:00,61.843478888192,-109.41965810647,NASA_EONET
EONET_21523,Wildfire in Australia 1029578,Wildfires,2026-07-17 19:00:00+00:00,-14.767588175618,127.29999444501,NASA_EONET
EONET_21524,Wildfire in Canada 1029581,Wildfires,2026-07-17 19:00:00+00:00,64.993304601801,-117.12403387141,NASA_EONET
EONET_21525,Wildfire in Canada 1029584,Wildfires,2026-07-17 19:00:00+00:00,63.357621598156,-123.47369563926,NASA_EONET
EONET_21526,Wildfire in Canada 1029585,Wildfires,2026-07-17 19:00:00+00:00,63.788348667971,-118.42539932117,NASA_EONET
EONET_21527,Wildfire in Canada 1029586,Wildfires,2026-07-17 19:00:00+00:00,64.808991247067,-115.81819224745,NASA_EONET
EONET_21528,Wildfire in Canada 1029587,Wildfires,2026-07-17 19:00:00+00:00,64.735445165833,-115.28714957484,NASA_EONET
EONET_21529,Wildfire in Canada 1029592,Wildfires,2026-07-17 19:00:00+00:00,63.778614328257,-118.66813724577,NASA_EONET
EONET_21530,Wildfire in Australia 1029593,Wildfires,2026-07-17 19:00:00+00:00,-12.823559206717,141.98851323515,NASA_EONET
EONET_21531,Wildfire in Australia 1029597,Wildfires,2026-07-17 19:00:00+00:00,-12.994036295829,130.80835593327,NASA_EONET
EONET_21532,Wildfire in Bolivia 1029598,Wildfires,2026-07-17 19:00:00+00:00,-21.504692256352,-64.850221986744,NASA_EONET
EONET_21533,Wildfire in Bolivia 1029600,Wildfires,2026-07-17 19:00:00+00:00,-16.359236565878,-59.629765313586,NASA_EONET
EONET_21534,Wildfire in Algeria 1029601,Wildfires,2026-07-17 19:00:00+00:00,36.659496612574,7.2211121006722,NASA_EONET
EONET_21410,"Incident Complex HAY CREEK COMPLEX, Gilliam, Oregon",Wildfires,2026-07-17 17:16:00+00:00,45.26602,-120.435846,NASA_EONET
EONET_21425,"Wildfire NEFF JONES, Franklin, Washington",Wildfires,2026-07-17 14:34:00+00:00,46.45851,-118.65817,NASA_EONET
EONET_21427,"Wildfire Modrite, Ferry, Washington",Wildfires,2026-07-17 13:59:00+00:00,48.069,-118.312583,NASA_EONET
EONET_21412,"Wildfire POWDER RIVER, Baker, Oregon",Wildfires,2026-07-17 07:27:00+00:00,44.75525,-117.277667,NASA_EONET
EONET_21434,"Wildfire Black Ridge 2, Lincoln, Idaho",Wildfires,2026-07-17 02:54:00+00:00,42.9696,-113.9259,NASA_EONET
EONET_21408,"Wildfire 0462, Sherman, Oregon",Wildfires,2026-07-17 00:37:00+00:00,45.184333,-120.495333,NASA_EONET
EONET_21422,"Wildfire COLUMBIA COUNTY, Columbia, Washington",Wildfires,2026-07-16 22:12:00+00:00,46.542667,-118.103667,NASA_EONET
EONET_21401,"Wildfire 0497 HENRY, Crook, Oregon",Wildfires,2026-07-16 21:22:00+00:00,44.121117,-119.947717,NASA_EONET
EONET_21406,"Wildfire Hagen, Umatilla, Oregon",Wildfires,2026-07-16 21:04:00+00:00,45.707,-118.269,NASA_EONET
EONET_21400,"Wildfire 0500 COYOTE, Crook, Oregon",Wildfires,2026-07-16 20:39:00+00:00,44.1115,-120.528667,NASA_EONET
EONET_21405,"Wildfire Egypt, Harney, Oregon",Wildfires,2026-07-16 20:11:00+00:00,43.727167,-119.468417,NASA_EONET
EONET_21407,"Wildfire 0476 HOAG, Gilliam, Oregon",Wildfires,2026-07-16 20:08:00+00:00,45.562183,-120.405117,NASA_EONET
EONET_21418,"Wildfire 0485 DEEP CANYON, Wasco, Oregon",Wildfires,2026-07-16 20:08:00+00:00,44.8645,-120.836,NASA_EONET
EONET_21439,Flood in Japan 1104034,Floods,2026-07-16 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21413,"Wildfire 0494 AKAWA BUTTE, Jefferson, Oregon",Wildfires,2026-07-16 18:18:00+00:00,44.472367,-121.453167,NASA_EONET
EONET_21411,"Wildfire Bologna, Grant, Oregon",Wildfires,2026-07-16 17:52:00+00:00,44.861167,-119.598,NASA_EONET
EONET_21432,"Wildfire Mile Marker 40- Broward (06), Broward, Florida",Wildfires,2026-07-16 16:36:00+00:00,26.2566667,-80.5405556,NASA_EONET
EONET_21409,"Wildfire 0480 WILCOX, Sherman, Oregon",Wildfires,2026-07-16 16:25:00+00:00,45.113583,-120.6097,NASA_EONET
EONET_21419,"Incident Complex ROWE CREEK COMPLEX, Wheeler, Oregon",Wildfires,2026-07-16 16:20:00+00:00,44.810126,-120.316732,NASA_EONET
EONET_21428,"Wildfire ROYAL LAKE, Adams, Washington",Wildfires,2026-07-16 13:55:00+00:00,46.863295,-119.361131,NASA_EONET
EONET_21423,"Wildfire LYONS FERRY, Franklin, Washington",Wildfires,2026-07-16 13:04:00+00:00,46.6259,-118.23915,NASA_EONET
EONET_21431,"Wildfire Kaiser Canyon, Okanogan, Washington",Wildfires,2026-07-16 11:08:00+00:00,48.116777,-118.958638,NASA_EONET
EONET_21374,"Wildfire 0460 HOPKIN, Gilliam, Oregon",Wildfires,2026-07-16 08:04:00+00:00,45.336333,-120.24295,NASA_EONET
EONET_21429,"Wildfire Turner, Boundary, Idaho",Wildfires,2026-07-16 01:14:00+00:00,48.825083,-116.38025,NASA_EONET
EONET_21417,"Wildfire 0446 CAMEL HUMP, Wheeler, Oregon",Wildfires,2026-07-16 01:13:00+00:00,44.761667,-120.052,NASA_EONET
EONET_21375,"Wildfire 0445 CROSSWHITE, Wheeler, Oregon",Wildfires,2026-07-16 00:17:00+00:00,44.803333,-120.199167,NASA_EONET
EONET_21376,"Wildfire 0450 COVE CREEK, Wheeler, Oregon",Wildfires,2026-07-16 00:08:00+00:00,44.942899,-120.346403,NASA_EONET
EONET_21377,"Wildfire 0449 PORCUPINE RIDGE, Gilliam, Oregon",Wildfires,2026-07-15 22:01:00+00:00,45.18894,-120.350257,NASA_EONET
EONET_21379,"Wildfire Lower Dry Creek Mutual Aid, Umatilla, Oregon",Wildfires,2026-07-15 21:33:00+00:00,45.906083,-118.410667,NASA_EONET
EONET_21414,"Wildfire 0433 BREWER, Jefferson, Oregon",Wildfires,2026-07-15 19:59:00+00:00,44.588568,-120.907094,NASA_EONET
EONET_21378,"Wildfire THORN, San Diego, California",Wildfires,2026-07-15 18:49:00+00:00,32.691104,-116.332927,NASA_EONET
EONET_21395,"Wildfire Charger 2, Collier, Florida",Wildfires,2026-07-15 11:57:00+00:00,25.973667,-81.0615,NASA_EONET
EONET_21387,"Wildfire BUCKET SHOP (53)~, Hillsborough, Florida",Wildfires,2026-07-15 11:13:00+00:00,27.6688889,-82.0833333,NASA_EONET
EONET_21388,"Prescribed Fire RX Flowing 24, Clay, Minnesota",Wildfires,2026-07-15 11:10:00+00:00,47.01508333,-96.44761667,NASA_EONET
EONET_21386,"Wildfire Little Knife, Lake, Minnesota",Wildfires,2026-07-15 10:51:00+00:00,48.161067,-91.104833,NASA_EONET
EONET_21373,Tropical Storm Elida,Severe Storms,2026-07-15 06:00:00+00:00,15.0,-111.3,NASA_EONET
EONET_21396,Flood in France 1104028,Floods,2026-07-14 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21397,Flood in Vietnam 1104029,Floods,2026-07-14 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21385,"Wildfire Horse Flat, Washington, Idaho",Wildfires,2026-07-13 20:43:00+00:00,44.602207,-116.732279,NASA_EONET
EONET_21391,Flood in Austria 1104023,Floods,2026-07-13 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21392,Flood in Czech Republic 1104024,Floods,2026-07-13 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21393,Flood in Poland 1104025,Floods,2026-07-13 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21360,Wildfire in Canada 1029500,Wildfires,2026-07-13 19:00:00+00:00,49.644747921495,-89.986498878673,NASA_EONET
EONET_21361,Wildfire in Canada 1029501,Wildfires,2026-07-13 19:00:00+00:00,50.502407884714,-88.953831691035,NASA_EONET
EONET_21362,Wildfire in Canada 1029502,Wildfires,2026-07-13 19:00:00+00:00,49.992667913857,-90.010664768272,NASA_EONET
EONET_21389,"Prescribed Fire RX Chippewa Bottoms, Chippewa, Minnesota",Wildfires,2026-07-13 16:49:00+00:00,45.13868333,-96.01615,NASA_EONET
EONET_21390,"Prescribed Fire RX Leach Impact Area, Morrison, Minnesota",Wildfires,2026-07-13 15:46:00+00:00,46.27013333,-94.39675,NASA_EONET
EONET_21380,"Wildfire P-L Gulch, Rio Blanco, Colorado",Wildfires,2026-07-13 15:02:00+00:00,39.87355,-108.22355,NASA_EONET
EONET_21322,"Prescribed Fire RX Infantry Platoon Battle Course, Morrison, Minnesota",Wildfires,2026-07-13 11:54:00+00:00,46.24695,-94.39545,NASA_EONET
EONET_21323,"Prescribed Fire RX IPBC, Morrison, Minnesota",Wildfires,2026-07-13 11:09:00+00:00,46.24651667,-94.40005,NASA_EONET
EONET_21324,"Prescribed Fire RX Center Range South, Morrison, Minnesota",Wildfires,2026-07-13 11:07:00+00:00,46.16198333,-94.44528333,NASA_EONET
EONET_21320,"Wildfire 18 Mile, Elko, Nevada",Wildfires,2026-07-12 21:45:00+00:00,41.564667,-114.267333,NASA_EONET
EONET_21318,"Wildfire Heavy Timber, Musselshell, Montana",Wildfires,2026-07-12 21:00:00+00:00,46.44166,-108.146,NASA_EONET
EONET_21308,Wildfire in Australia 1029484,Wildfires,2026-07-12 19:00:00+00:00,-13.505897645843,142.07468708529,NASA_EONET
EONET_21344,Wildfire in Angola 1029498,Wildfires,2026-07-12 19:00:00+00:00,-8.1029153330864,19.828212858868,NASA_EONET
EONET_21363,Wildfire in Canada 1029503,Wildfires,2026-07-12 19:00:00+00:00,50.268706344796,-89.375687048903,NASA_EONET
EONET_21364,Wildfire in Canada 1029504,Wildfires,2026-07-12 19:00:00+00:00,50.79806009275,-89.833745347006,NASA_EONET
EONET_21365,Wildfire in Canada 1029505,Wildfires,2026-07-12 19:00:00+00:00,50.486502774425,-89.285068054192,NASA_EONET
EONET_21366,Wildfire in Australia 1029506,Wildfires,2026-07-12 19:00:00+00:00,-12.970647333327,142.05892253063,NASA_EONET
EONET_21328,"Wildfire Cow Canyon, Oneida, Idaho",Wildfires,2026-07-12 16:15:00+00:00,42.11216,-112.947187,NASA_EONET
EONET_21359,Flood in Honduras 1104021,Floods,2026-07-11 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21394,Flood in Indonesia 1104026,Floods,2026-07-11 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21345,Wildfire in Angola 1029499,Wildfires,2026-07-11 19:00:00+00:00,-7.3793183028306,19.599006640329,NASA_EONET
EONET_21346,Wildfire in France 1029489,Wildfires,2026-07-11 19:00:00+00:00,48.374997483229,2.5491656824245,NASA_EONET
EONET_21347,Wildfire in Canada 1029492,Wildfires,2026-07-11 19:00:00+00:00,50.723015629372,-89.441100707973,NASA_EONET
EONET_21367,Wildfire in Canada 1029507,Wildfires,2026-07-11 19:00:00+00:00,50.850717453967,-89.517740002358,NASA_EONET
EONET_21368,"Wildfire in United States, Canada 1029508",Wildfires,2026-07-11 19:00:00+00:00,48.208998890491,-91.867750823007,NASA_EONET
EONET_21369,Wildfire in Canada 1029509,Wildfires,2026-07-11 19:00:00+00:00,50.96876404212,-89.294849581783,NASA_EONET
EONET_21332,"Wildfire ELEPHANT, Plumas, California",Wildfires,2026-07-11 16:35:00+00:00,39.710833,-120.193167,NASA_EONET
EONET_21329,"Wildfire LOOMIS, Lassen, California",Wildfires,2026-07-11 15:03:00+00:00,40.965833,-121.154667,NASA_EONET
EONET_21336,"Wildfire NINE CANYON, Benton, Washington",Wildfires,2026-07-11 14:41:00+00:00,46.122786,-119.04432,NASA_EONET
EONET_21342,Flood in Malaysia 1104020,Floods,2026-07-10 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21343,Flood in Georgia 1104018,Floods,2026-07-10 20:00:00+00:00,0.0,0.0,NASA_EONET
EONET_21331,"Wildfire Stookey, Tooele, Utah",Wildfires,2026-07-10 19:51:00+00:00,40.1499,-112.560267,NASA_EONET
EONET_21348,Wildfire in Congo 1029490,Wildfires,2026-07-10 19:00:00+00:00,-3.1360618224553,15.458981668911,NASA_EONET
EONET_21349,Wildfire in Canada 1029496,Wildfires,2026-07-10 19:00:00+00:00,48.925327431672,-90.90390850527,NASA_EONET
EONET_21350,Wildfire in United States 1029485,Wildfires,2026-07-10 19:00:00+00:00,40.160261383832,-112.53566542625,NASA_EONET
EONET_21325,"Wildfire E Evans Creek Rd 18000, Jackson, Oregon",Wildfires,2026-07-10 18:13:00+00:00,42.60395,-123.0018333,NASA_EONET
EONET_21333,"Wildfire SUMMIT, Los Angeles, California",Wildfires,2026-07-10 15:49:00+00:00,34.45499,-117.68601,NASA_EONET
EONET_21436,"Wildfire Nutmeg, Yukon-Koyukuk, Alaska",Wildfires,2026-07-10 01:44:00+00:00,67.447423,-150.25392,NASA_EONET
EONET_21334,"Wildfire Martin, Blaine, Idaho",Wildfires,2026-07-09 19:53:00+00:00,43.479767,-114.2097,NASA_EONET
EONET_21298,Wildfire in Australia 1029474,Wildfires,2026-07-09 19:00:00+00:00,-16.527741074718,145.02241291712,NASA_EONET
EONET_21309,Wildfire in Botswana 1029476,Wildfires,2026-07-09 19:00:00+00:00,-20.42355632161,22.840860458542,NASA_EONET
EONET_21351,Wildfire in Zambia 1029491,Wildfires,2026-07-09 19:00:00+00:00,-15.788043195381,25.742576063832,NASA_EONET
EONET_21370,Wildfire in Canada 1029510,Wildfires,2026-07-09 19:00:00+00:00,48.306819461151,-91.213014779099,NASA_EONET
EONET_21335,"Wildfire Cusenbarry Draw, Sutton, Texas",Wildfires,2026-07-09 18:30:00+00:00,30.4,-100.6165,NASA_EONET
EONET_21327,"Wildfire B AND O, Okanogan, Washington",Wildfires,2026-07-09 18:09:00+00:00,48.352694,-119.605515,NASA_EONET
EONET_21337,"Prescribed Fire RX Chippewa Prairie TNC, Chippewa, Minnesota",Wildfires,2026-07-09 17:06:00+00:00,45.12691667,-95.99093333,NASA_EONET
EONET_21338,"Prescribed Fire RX Terpstra W413-20-01, Lac qui Parle, Minnesota",Wildfires,2026-07-09 17:03:00+00:00,45.10605,-96.01538333,NASA_EONET
EONET_21382,"Wildfire Wolfpack, St. Louis, Minnesota",Wildfires,2026-07-09 16:14:00+00:00,48.1855,-92.282167,NASA_EONET
EONET_21339,"Prescribed Fire RX Center Range North, Morrison, Minnesota",Wildfires,2026-07-09 15:40:00+00:00,46.16963333,-94.44471667,NASA_EONET
