date,precipitation_mm,rain_mm,precipitation_hours,max_wind_speed_kmh,location_name,latitude,longitude,state,rolling_3d_precip_mm,rolling_7d_precip_mm,heavy_rainfall_flag,extreme_rainfall_flag
2024-07-25,0.1,0.1,1.0,20.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,0.3,4.6,0,0
2024-07-25,0.2,0.2,2.0,30.1,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,0.4,4.8,0,0
2024-07-25,4.9,4.9,18.0,26.3,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,5.2,8.1,0,0
2024-07-25,7.6,7.6,23.0,23.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,12.7,15.5,0,0
2024-07-25,1.0,1.0,4.0,30.7,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,13.5,14.0,0,0
2024-07-25,0.4,0.4,3.0,31.1,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,9.0,14.3,0,0
2024-07-25,10.1,10.1,5.0,17.1,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,11.5,24.3,0,0
2024-07-25,1.1,1.1,5.0,30.3,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,11.6,25.3,0,0
2024-07-25,0.6,0.6,3.0,28.4,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,11.8,25.7,0,0
2024-07-25,2.2,2.2,14.0,26.4,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,3.9,23.0,0,0
2024-07-26,1.2,1.2,9.0,22.2,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,4.0,16.6,0,0
2024-07-26,0.6,0.6,2.0,24.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,4.0,16.2,0,0
2024-07-26,0.1,0.1,1.0,29.3,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,1.9,15.9,0,0
2024-07-26,5.0,5.0,14.0,28.7,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,5.7,10.8,0,0
2024-07-26,4.6,4.6,3.0,27.8,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,9.7,14.3,0,0
2024-07-26,1.1,1.1,3.0,25.4,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,10.7,14.8,0,0
2024-07-26,7.6,7.6,24.0,23.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,13.3,20.2,0,0
2024-07-26,0.4,0.4,3.0,30.5,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,9.1,19.4,0,0
2024-07-26,1.4,1.4,2.0,26.0,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,9.4,20.2,0,0
2024-07-26,1.2,1.2,11.0,28.8,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,3.0,21.3,0,0
2024-07-27,0.3,0.3,3.0,21.5,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,2.9,16.6,0,0
2024-07-27,0.0,0.0,0.0,28.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,1.5,12.0,0,0
2024-07-27,3.4,3.4,2.0,27.6,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,3.7,14.3,0,0
2024-07-27,0.0,0.0,0.0,23.5,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,3.4,6.7,0,0
2024-07-27,9.4,9.4,19.0,27.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,12.8,15.7,0,0
2024-07-27,0.9,0.9,2.0,13.6,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,10.3,15.2,0,0
2024-07-27,0.2,0.2,2.0,23.4,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,10.5,14.2,0,0
2024-07-27,0.2,0.2,2.0,30.5,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,1.3,14.1,0,0
2024-07-27,3.8,3.8,17.0,27.8,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,4.2,17.9,0,0
2024-07-27,0.3,0.3,1.0,30.4,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,4.3,14.8,0,0
2024-07-28,0.6,0.6,5.0,29.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,4.7,15.4,0,0
2024-07-28,0.0,0.0,0.0,29.5,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,0.9,6.0,0,0
2024-07-28,8.9,8.9,18.0,25.7,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,9.5,14.0,0,0
2024-07-28,0.0,0.0,0.0,26.4,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,8.9,13.8,0,0
2024-07-28,0.0,0.0,0.0,25.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,8.9,13.6,0,0
2024-07-28,0.0,0.0,0.0,25.9,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,0.0,9.8,0,0
2024-07-28,0.1,0.1,1.0,26.6,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,0.1,9.6,0,0
2024-07-28,0.2,0.2,2.0,21.9,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,0.3,9.2,0,0
2024-07-28,0.1,0.1,1.0,23.1,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,0.4,9.3,0,0
2024-07-28,0.0,0.0,0.0,22.8,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,0.3,0.4,0,0
2024-07-29,4.1,4.1,3.0,26.4,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,4.2,4.5,0,0
2024-07-29,40.6,40.6,18.0,18.9,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,44.7,45.1,0,0
2024-07-29,0.2,0.2,1.0,15.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,44.9,45.3,0,0
2024-07-29,6.6,6.6,9.0,28.3,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,47.4,51.8,0,0
2024-07-29,4.5,4.5,16.0,27.6,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,11.3,56.1,0,0
2024-07-29,5.8,5.8,6.0,22.1,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,16.9,61.8,0,0
2024-07-29,0.2,0.2,1.0,21.1,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,10.5,62.0,0,0
2024-07-29,2.2,2.2,7.0,25.9,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,8.2,60.1,0,0
2024-07-29,7.9,7.9,6.0,30.9,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,10.3,27.4,0,0
2024-07-29,6.2,6.2,4.0,15.3,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,16.3,33.4,0,0
2024-07-30,1.5,1.5,3.0,19.5,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,15.6,28.3,0,0
2024-07-30,15.0,15.0,8.0,30.2,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,22.7,38.8,0,0
2024-07-30,1.0,1.0,3.0,26.7,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,17.5,34.0,0,0
2024-07-30,8.0,8.0,6.0,27.2,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,24.0,41.8,0,0
2024-07-30,1.5,1.5,5.0,20.4,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,10.5,41.1,0,0
2024-07-30,43.3,43.3,23.0,21.4,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,52.8,76.5,0,0
2024-07-30,3.4,3.4,9.0,16.1,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,48.2,73.7,0,0
2024-07-30,5.6,5.6,15.0,28.2,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,52.3,77.8,0,0
2024-07-30,49.0,49.0,24.0,14.2,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,58.0,111.8,0,0
2024-07-30,4.1,4.1,11.0,12.3,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,58.7,114.9,0,0
2024-07-31,11.9,11.9,16.0,22.6,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,65.0,118.8,0,0
2024-07-31,2.3,2.3,5.0,21.4,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,18.3,119.6,0,0
2024-07-31,1.8,1.8,4.0,21.4,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,16.0,78.1,0,0
2024-07-31,1.6,1.6,3.0,20.2,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,5.7,76.3,0,0
2024-07-31,20.4,20.4,17.0,12.5,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,23.8,91.1,0,0
2024-07-31,5.5,5.5,2.0,19.0,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,27.5,47.6,0,0
2024-07-31,20.0,20.0,9.0,13.4,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,45.9,63.5,0,0
2024-07-31,2.5,2.5,3.0,23.0,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,28.0,54.1,0,0
2024-07-31,1.5,1.5,2.0,17.3,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,24.0,53.3,0,0
2024-07-31,0.7,0.7,7.0,24.7,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,4.7,52.2,0,0
2024-08-01,3.4,3.4,2.0,21.1,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,5.6,54.0,0,0
2024-08-01,0.1,0.1,1.0,23.9,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,4.2,33.7,0,0
2024-08-01,3.7,3.7,15.0,12.6,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,7.2,31.9,0,0
2024-08-01,0.5,0.5,3.0,22.3,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,4.3,12.4,0,0
2024-08-01,2.1,2.1,8.0,24.9,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,6.3,12.0,0,0
2024-08-01,2.2,2.2,5.0,23.4,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,4.8,12.7,0,0
2024-08-01,3.3,3.3,4.0,15.9,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,7.6,15.3,0,0
2024-08-01,3.0,3.0,9.0,16.8,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,8.5,14.9,0,0
2024-08-01,2.6,2.6,1.0,23.5,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,8.9,17.4,0,0
2024-08-01,2.4,2.4,1.0,20.2,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,8.0,16.1,0,0
2024-08-02,0.1,0.1,1.0,21.6,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,5.1,15.7,0,0
2024-08-02,0.4,0.4,4.0,24.1,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,2.9,14.0,0,0
2024-08-02,0.5,0.5,3.0,16.5,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,1.0,12.3,0,0
2024-08-02,4.5,4.5,5.0,19.8,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,5.4,13.5,0,0
2024-08-02,0.8,0.8,2.0,20.9,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,5.8,11.3,0,0
2024-08-02,0.6,0.6,4.0,12.1,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,5.9,9.3,0,0
2024-08-02,7.0,7.0,5.0,8.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,8.4,13.9,0,0
2024-08-02,1.8,1.8,12.0,24.2,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,9.4,15.6,0,0
2024-08-02,0.5,0.5,3.0,20.9,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,9.3,15.7,0,0
2024-08-02,3.2,3.2,4.0,20.9,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,5.5,18.4,0,0
2024-08-03,0.9,0.9,2.0,20.9,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,4.6,14.8,0,0
2024-08-03,0.1,0.1,1.0,12.7,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,4.2,14.1,0,0
2024-08-03,0.6,0.6,3.0,24.5,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,1.6,14.1,0,0
2024-08-03,4.2,4.2,11.0,12.4,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,4.9,11.3,0,0
2024-08-03,7.7,7.7,4.0,15.8,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,12.5,17.2,0,0
2024-08-03,4.8,4.8,6.0,19.3,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,16.7,21.5,0,0
2024-08-03,2.3,2.3,2.0,20.2,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,14.8,20.6,0,0
2024-08-03,0.6,0.6,2.0,18.5,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,7.7,20.3,0,0
2024-08-03,1.0,1.0,2.0,20.2,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,3.9,21.2,0,0
2024-08-03,0.3,0.3,3.0,22.5,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,1.9,20.9,0,0
2024-08-04,0.6,0.6,3.0,24.0,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,1.9,17.3,0,0
2024-08-04,7.9,7.9,3.0,17.3,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,8.8,17.5,0,0
2024-08-04,0.2,0.2,2.0,13.8,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,8.7,12.9,0,0
2024-08-04,2.8,2.8,11.0,14.5,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,10.9,13.4,0,0
2024-08-04,1.8,1.8,2.0,17.5,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,4.8,14.6,0,0
2024-08-04,0.0,0.0,0.0,24.8,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,4.6,13.6,0,0
2024-08-04,4.6,4.6,2.0,23.6,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,6.4,17.9,0,0
2024-08-04,26.3,26.3,20.0,12.0,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,30.9,43.6,0,0
2024-08-04,7.5,7.5,2.0,15.3,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,38.4,43.2,0,0
2024-08-04,4.3,4.3,5.0,9.3,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,38.1,47.3,0,0
2024-08-05,0.8,0.8,3.0,15.0,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,12.6,45.3,0,0
2024-08-05,4.3,4.3,7.0,25.7,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,9.4,47.8,0,0
2024-08-05,2.9,2.9,8.0,20.5,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,8.0,50.7,0,0
2024-08-05,12.7,12.7,9.0,18.8,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,19.9,58.8,0,0
2024-08-05,19.1,19.1,11.0,9.7,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,34.7,51.6,0,0
2024-08-05,9.3,9.3,8.0,10.6,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,41.1,53.4,0,0
2024-08-05,4.1,4.1,6.0,9.4,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,32.5,53.2,0,0
2024-08-05,28.9,28.9,9.0,27.8,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,42.3,81.3,0,0
2024-08-05,4.2,4.2,5.0,13.7,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,37.2,81.2,0,0
2024-08-05,5.5,5.5,7.0,14.8,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,38.6,83.8,0,0
2024-08-06,18.7,18.7,13.0,16.1,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,28.4,89.8,0,0
2024-08-06,0.3,0.3,2.0,22.5,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,24.5,71.0,0,0
2024-08-06,12.7,12.7,16.0,8.3,Nilgiris (Hill Station Zone),11.4102,76.695,Tamil Nadu,31.7,74.4,0,0
2024-08-06,9.5,9.5,7.0,19.6,Cuddalore (Coastal Central),11.748,79.7714,Tamil Nadu,22.5,79.8,0,0
2024-08-06,1.5,1.5,6.0,12.9,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,23.7,52.4,0,0
2024-08-06,6.0,6.0,9.0,18.1,Nagapattinam (Delta Coast),10.7656,79.8424,Tamil Nadu,17.0,54.2,0,0
2024-08-06,19.1,19.1,8.0,18.4,Chennai (Coastal North),13.0827,80.2707,Tamil Nadu,26.6,67.8,0,0
2024-08-06,1.9,1.9,7.0,16.3,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,27.0,51.0,0,0
2024-08-06,9.7,9.7,5.0,15.7,Tiruchirappalli (Kaveri Basin),10.7905,78.7047,Tamil Nadu,30.7,60.4,0,0
2024-08-06,10.6,10.6,7.0,13.3,Madurai (Southern Plains),9.9252,78.1198,Tamil Nadu,22.2,58.3,0,0
2024-08-07,14.3,14.3,9.0,10.0,Salem (Northern Inland),11.6643,78.146,Tamil Nadu,34.6,63.1,0,0
2024-08-07,1.0,1.0,3.0,23.5,Kanyakumari (Southern Coast),8.1833,77.4119,Tamil Nadu,25.9,62.6,0,0
2024-08-07,33.5,33.5,20.0,15.1,Coimbatore (Western Inland),11.0168,76.9558,Tamil Nadu,48.8,90.1,0,0
2024-08-07,16.2,16.2,8.0,18.4,Vellore (Palar Basin),12.9165,79.1325,Tamil Nadu,50.7,87.2,0,0
